,queried_protein,hit_protein,length,evalue,score,gaps,sequence
1,A0T0A0,P49470,37,1.5228e-18,175.0,0,sp|P49470.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Trieres chinensis]
2,A0T0A0,A0T0S7,37,2.44282e-18,174.0,0,sp|A0T0S7.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Thalassiosira pseudonana] >sp|O96811.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Skeletonema costatum]
3,A0T0A0,P14236,37,2.08252e-15,154.0,0,sp|P14236.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Cyanophora paradoxa]
4,A0T0A0,Q6B8U9,37,2.17546e-13,141.0,0,sp|Q6B8U9.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Gracilaria tenuistipitata var. liui]
5,A0T0A0,A6MVZ4,37,4.59309e-13,139.0,0,sp|A6MVZ4.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Rhodomonas salina]
6,A0T0A0,O78505,37,8.13376e-13,137.0,0,sp|O78505.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Guillardia theta]
7,A0T0A0,Q32RH6,37,1.20813e-12,136.0,0,sp|Q32RH6.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Zygnema circumcarinatum]
8,A0T0A0,Q32RT5,37,1.29047e-12,136.0,0,sp|Q32RT5.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Staurastrum punctulatum]
9,A0T0A0,Q8WI02,37,1.8546e-12,135.0,0,sp|Q8WI02.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Psilotum nudum]
10,A0T0A0,Q4G378,37,2.18697e-12,135.0,0,sp|Q4G378.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Emiliania huxleyi]
11,A0T0A0,Q8M9Y4,37,2.26027e-12,135.0,0,sp|Q8M9Y4.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Chaetosphaeridium globosum]
12,A0T0A0,Q1ACI5,37,3.50809e-12,133.0,0,sp|Q1ACI5.2| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Chara vulgaris]
13,A0T0A0,B2X1V8,37,4.04684e-12,133.0,0,sp|B2X1V8.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Oedogonium cardiacum] >sp|Q06SI0.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Stigeoclonium helveticum] >sp|Q1KVX1.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Tetradesmus obliquus]
14,A0T0A0,B2Y1X8,37,4.32268e-12,133.0,0,sp|B2Y1X8.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Welwitschia mirabilis]
15,A0T0A0,P12120,37,4.56685e-12,133.0,0,sp|P12120.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Marchantia polymorpha]
16,A0T0A0,Q9Z3G1,37,7.82491e-12,131.0,0,sp|Q9Z3G1.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Synechococcus elongatus PCC 7942 = FACHB-805]
17,A0T0A0,B0JUK8,38,1.01422e-11,130.0,0,sp|B0JUK8.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Microcystis aeruginosa NIES-843]
18,A0T0A0,Q19VC5,37,1.05279e-11,130.0,0,sp|Q19VC5.2| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Chlorokybus atmophyticus]
19,A0T0A0,Q1XDG9,37,1.1001e-11,130.0,0,sp|Q1XDG9.1| RecName: Full=Cytochrome b6-f complex subunit 5; AltName: Full=Cytochrome b6-f complex subunit PetG; AltName: Full=Cytochrome b6-f complex subunit V [Neopyropia yezoensis]
0,A0T0A1,A0T0A1,31,8.88824e-15,149.0,0,sp|A0T0A1.1| RecName: Full=Cytochrome b6-f complex subunit 6; AltName: Full=Cytochrome b6-f complex subunit PetL; AltName: Full=Cytochrome b6-f complex subunit VI [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0A1,P49524,31,1.23499e-12,135.0,0,sp|P49524.1| RecName: Full=Cytochrome b6-f complex subunit 6; AltName: Full=Cytochrome b6-f complex subunit PetL; AltName: Full=Cytochrome b6-f complex subunit VI [Trieres chinensis]
2,A0T0A1,A0T0U4,31,5.37826e-10,118.0,0,sp|A0T0U4.1| RecName: Full=Cytochrome b6-f complex subunit 6; AltName: Full=Cytochrome b6-f complex subunit PetL; AltName: Full=Cytochrome b6-f complex subunit VI [Thalassiosira pseudonana]
3,A0T0A1,Q4G3B0,31,0.0150207,69.0,0,sp|Q4G3B0.1| RecName: Full=Cytochrome b6-f complex subunit 6; AltName: Full=Cytochrome b6-f complex subunit PetL; AltName: Full=Cytochrome b6-f complex subunit VI [Emiliania huxleyi]
4,A0T0A1,O78468,31,0.327881,60.0,0,sp|O78468.1| RecName: Full=Cytochrome b6-f complex subunit 6; AltName: Full=Cytochrome b6-f complex subunit PetL; AltName: Full=Cytochrome b6-f complex subunit VI [Guillardia theta]
5,A0T0A1,P96641,174,0.363033,64.0,4,sp|P96641.1| RecName: Full=Uncharacterized protein YddD [Bacillus subtilis subsp. subtilis str. 168]
6,A0T0A1,Q1XDR6,31,0.3823,60.0,0,sp|Q1XDR6.1| RecName: Full=Cytochrome b6-f complex subunit 6; AltName: Full=Cytochrome b6-f complex subunit PetL; AltName: Full=Cytochrome b6-f complex subunit VI [Neopyropia yezoensis]
7,A0T0A1,P22897,1456,1.01929,61.0,0,sp|P22897.1| RecName: Full=Macrophage mannose receptor 1; Short=MMR; AltName: Full=C-type lectin domain family 13 member D; AltName: Full=C-type lectin domain family 13 member D-like; AltName: Full=Human mannose receptor; Short=hMR; AltName: Full=Macrophage mannose receptor 1-like protein 1; AltName: CD_antigen=CD206; Flags: Precursor [Homo sapiens]
8,A0T0A1,A6MVV7,31,1.64355,56.0,0,sp|A6MVV7.1| RecName: Full=Cytochrome b6-f complex subunit 6; AltName: Full=Cytochrome b6-f complex subunit PetL; AltName: Full=Cytochrome b6-f complex subunit VI [Rhodomonas salina]
9,A0T0A1,P51221,31,2.06899,55.0,0,sp|P51221.1| RecName: Full=Cytochrome b6-f complex subunit 6; AltName: Full=Cytochrome b6-f complex subunit PetL; AltName: Full=Cytochrome b6-f complex subunit VI [Porphyra purpurea]
10,A0T0A1,Q61830,1456,2.66754,58.0,0,sp|Q61830.2| RecName: Full=Macrophage mannose receptor 1; Short=MMR; AltName: CD_antigen=CD206; Flags: Precursor [Mus musculus]
11,A0T0A1,A7M981,31,5.25206,52.0,0,sp|A7M981.1| RecName: Full=Cytochrome b6-f complex subunit 6; AltName: Full=Cytochrome b6-f complex subunit PetL; AltName: Full=Cytochrome b6-f complex subunit VI [Cuscuta reflexa]
12,A0T0A1,C1ATN6,373,5.93701,55.0,0,sp|C1ATN6.1| RecName: Full=Phosphoserine aminotransferase; AltName: Full=Phosphohydroxythreonine aminotransferase; Short=PSAT [Rhodococcus opacus B4]
13,A0T0A1,Q0S6R3,373,5.93701,55.0,0,sp|Q0S6R3.1| RecName: Full=Phosphoserine aminotransferase; AltName: Full=Phosphohydroxythreonine aminotransferase; Short=PSAT [Rhodococcus jostii RHA1]
14,A0T0A1,P00644,231,6.39219,55.0,0,sp|P00644.1| RecName: Full=Thermonuclease; Short=TNase; AltName: Full=Micrococcal nuclease; AltName: Full=Staphylococcal nuclease; Contains: RecName: Full=Nuclease B; Contains: RecName: Full=Nuclease A; Flags: Precursor [Staphylococcus aureus]
0,A0T0A2,A0T0A2,181,9.4618e-129,927.0,0,sp|A0T0A2.1| RecName: Full=Photosystem I assembly protein Ycf4 [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0A2,A0T0U3,181,3.38667e-105,772.0,0,sp|A0T0U3.1| RecName: Full=Photosystem I assembly protein Ycf4 [Thalassiosira pseudonana]
2,A0T0A2,P49526,181,3.4243e-103,759.0,0,sp|P49526.1| RecName: Full=Photosystem I assembly protein Ycf4 [Trieres chinensis]
3,A0T0A2,P51220,186,2.84964e-75,576.0,0,sp|P51220.1| RecName: Full=Photosystem I assembly protein Ycf4 [Porphyra purpurea]
4,A0T0A2,Q1XDR7,186,2.1701e-73,564.0,0,sp|Q1XDR7.1| RecName: Full=Photosystem I assembly protein Ycf4 [Neopyropia yezoensis]
5,A0T0A2,Q6B8P5,184,2.73491e-66,517.0,0,sp|Q6B8P5.1| RecName: Full=Photosystem I assembly protein Ycf4 [Gracilaria tenuistipitata var. liui]
6,A0T0A2,Q19V70,189,3.79928e-65,510.0,0,sp|Q19V70.2| RecName: Full=Photosystem I assembly protein Ycf4 [Chlorokybus atmophyticus]
7,A0T0A2,Q118V7,187,3.46751e-63,497.0,0,sp|Q118V7.1| RecName: Full=Photosystem I assembly protein Ycf4 [Trichodesmium erythraeum IMS101]
8,A0T0A2,Q20EU3,182,9.10254e-63,494.0,0,sp|Q20EU3.1| RecName: Full=Photosystem I assembly protein Ycf4 [Oltmannsiellopsis viridis]
9,A0T0A2,Q4G3A9,174,7.00746e-61,480.0,2,sp|Q4G3A9.1| RecName: Full=Photosystem I assembly protein Ycf4 [Emiliania huxleyi]
10,A0T0A2,B2J2W1,189,9.71175e-60,474.0,0,sp|B2J2W1.1| RecName: Full=Photosystem I assembly protein Ycf4 [Nostoc punctiforme PCC 73102]
11,A0T0A2,Q3ZJ14,182,1.17801e-59,473.0,0,sp|Q3ZJ14.1| RecName: Full=Photosystem I assembly protein Ycf4 [Tupiella akineta]
12,A0T0A2,A6MVV6,179,1.3323e-59,473.0,0,sp|A6MVV6.1| RecName: Full=Photosystem I assembly protein Ycf4 [Rhodomonas salina]
13,A0T0A2,B7JVR2,188,2.65445e-59,471.0,0,sp|B7JVR2.1| RecName: Full=Photosystem I assembly protein Ycf4 [Rippkaea orientalis PCC 8801]
14,A0T0A2,Q5N3Q6,188,1.15871e-58,467.0,0,sp|Q5N3Q6.1| RecName: Full=Photosystem I assembly protein Ycf4 [Synechococcus elongatus PCC 6301]
15,A0T0A2,Q9MUN8,187,1.79523e-58,466.0,0,sp|Q9MUN8.1| RecName: Full=Photosystem I assembly protein Ycf4 [Mesostigma viride]
16,A0T0A2,P72705,188,2.02176e-58,466.0,0,sp|P72705.1| RecName: Full=Photosystem I assembly protein Ycf4 [Synechocystis sp. PCC 6803 substr. Kazusa]
17,A0T0A2,Q3MDS1,198,2.45421e-58,466.0,0,sp|Q3MDS1.1| RecName: Full=Photosystem I assembly protein Ycf4 [Trichormus variabilis ATCC 29413]
18,A0T0A2,Q06SF8,183,2.94797e-58,464.0,0,sp|Q06SF8.1| RecName: Full=Photosystem I assembly protein Ycf4 [Stigeoclonium helveticum]
19,A0T0A2,Q9TKZ3,183,5.61359e-58,462.0,0,sp|Q9TKZ3.1| RecName: Full=Photosystem I assembly protein Ycf4; Short=RF4 [Nephroselmis olivacea]
0,A0T0A3,A0T0A3,84,1.61781e-57,439.0,0,sp|A0T0A3.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Phaeodactylum tricornutum CCAP 1055/1] >sp|P49473.2| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Trieres chinensis]
1,A0T0A3,A0T0U2,84,1.09355e-56,434.0,0,sp|A0T0U2.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Thalassiosira pseudonana]
2,A0T0A3,Q6B8K4,84,3.20814e-56,431.0,0,sp|Q6B8K4.3| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Gracilaria tenuistipitata var. liui]
3,A0T0A3,P51391,84,9.51549e-56,428.0,0,sp|P51391.2| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Porphyra purpurea] >sp|Q1XD96.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Neopyropia yezoensis]
4,A0T0A3,O78466,84,1.01636e-55,428.0,0,sp|O78466.3| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Guillardia theta]
5,A0T0A3,Q4G380,84,1.85937e-55,426.0,0,sp|Q4G380.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Emiliania huxleyi]
6,A0T0A3,Q85FQ2,81,2.3201e-51,399.0,0,sp|Q85FQ2.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Cyanidioschyzon merolae strain 10D]
7,A0T0A3,Q9TM20,84,3.64374e-51,398.0,0,sp|Q9TM20.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Cyanidium caldarium]
8,A0T0A3,Q5N556,83,7.66378e-46,363.0,0,sp|Q5N556.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Synechococcus elongatus PCC 6301] >sp|Q8KPP3.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Synechococcus elongatus PCC 7942 = FACHB-805]
9,A0T0A3,Q10YT0,82,3.24023e-45,359.0,0,sp|Q10YT0.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Trichodesmium erythraeum IMS101]
10,A0T0A3,Q9TKY1,83,7.51857e-45,356.0,0,sp|Q9TKY1.3| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Nephroselmis olivacea]
11,A0T0A3,Q9MUQ0,81,8.73524e-45,356.0,0,sp|Q9MUQ0.3| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Mesostigma viride]
12,A0T0A3,Q1ACI7,83,3.65312e-44,352.0,0,sp|Q1ACI7.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Chara vulgaris]
13,A0T0A3,Q2JLF0,81,4.84226e-44,351.0,0,sp|Q2JLF0.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Synechococcus sp. JA-2-3B'a(2-13)]
14,A0T0A3,Q8M9W8,83,5.36445e-44,351.0,0,sp|Q8M9W8.3| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Chaetosphaeridium globosum]
15,A0T0A3,Q0P3N6,82,1.38393e-43,348.0,0,sp|Q0P3N6.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Ostreococcus tauri]
16,A0T0A3,Q3MC09,82,1.52764e-43,348.0,0,sp|Q3MC09.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Trichormus variabilis ATCC 29413] >sp|Q8YQI2.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Nostoc sp. PCC 7120 = FACHB-418]
17,A0T0A3,Q2JS34,81,2.83552e-43,346.0,0,sp|Q2JS34.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Synechococcus sp. JA-3-3Ab]
18,A0T0A3,B0JLV1,81,5.07353e-43,344.0,0,sp|B0JLV1.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Microcystis aeruginosa NIES-843]
19,A0T0A3,Q3ZJ22,83,5.93701e-43,344.0,0,sp|Q3ZJ22.1| RecName: Full=Cytochrome b559 subunit alpha; AltName: Full=PSII reaction center subunit V [Tupiella akineta]
0,A0T0A4,A0T0A4,43,2.97791e-25,220.0,0,sp|A0T0A4.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0A4,P49474,43,1.1013e-24,216.0,0,sp|P49474.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Trieres chinensis]
2,A0T0A4,A0T0U1,43,1.54835e-24,215.0,0,sp|A0T0U1.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Thalassiosira pseudonana]
3,A0T0A4,P51390,44,7.1598e-21,191.0,0,sp|P51390.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Porphyra purpurea] >sp|Q1XD97.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Neopyropia yezoensis]
4,A0T0A4,Q6B8K5,44,4.53647e-20,186.0,0,sp|Q6B8K5.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Gracilaria tenuistipitata var. liui]
5,A0T0A4,O78465,42,7.71219e-20,184.0,0,sp|O78465.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Guillardia theta]
6,A0T0A4,Q4G381,42,7.88358e-20,184.0,0,sp|Q4G381.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Emiliania huxleyi]
7,A0T0A4,Q9TM21,43,3.87253e-19,180.0,0,sp|Q9TM21.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Cyanidium caldarium]
8,A0T0A4,Q3MC10,45,1.47634e-18,176.0,0,sp|Q3MC10.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Trichormus variabilis ATCC 29413]
9,A0T0A4,B7K625,44,2.82632e-18,174.0,0,sp|B7K625.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Rippkaea orientalis PCC 8801]
10,A0T0A4,Q8YQI1,45,3.92585e-18,173.0,0,sp|Q8YQI1.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Nostoc sp. PCC 7120 = FACHB-418]
11,A0T0A4,Q85FQ3,40,4.99134e-18,172.0,0,sp|Q85FQ3.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Cyanidioschyzon merolae strain 10D]
12,A0T0A4,Q10YS9,44,1.48549e-17,170.0,0,sp|Q10YS9.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Trichodesmium erythraeum IMS101]
13,A0T0A4,B2J6T1,45,1.73063e-17,169.0,0,sp|B2J6T1.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Nostoc punctiforme PCC 73102]
14,A0T0A4,Q8RSW2,43,1.75426e-17,169.0,0,sp|Q8RSW2.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Synechococcus sp. PCC 7002]
15,A0T0A4,Q06J12,51,1.88964e-17,169.0,0,sp|Q06J12.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Bigelowiella natans]
16,A0T0A4,B0JLV0,44,2.77906e-17,168.0,0,sp|B0JLV0.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Microcystis aeruginosa NIES-843]
17,A0T0A4,Q2JLE9,43,3.14079e-17,167.0,0,sp|Q2JLE9.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Synechococcus sp. JA-2-3B'a(2-13)]
18,A0T0A4,P09191,44,3.53909e-17,167.0,0,sp|P09191.3| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Synechocystis sp. PCC 6803 substr. Kazusa]
19,A0T0A4,P19153,42,4.77763e-17,166.0,0,sp|P19153.1| RecName: Full=Cytochrome b559 subunit beta; AltName: Full=PSII reaction center subunit VI [Cyanophora paradoxa]
0,A0T0A5,A0T0A5,38,4.10186e-21,192.0,0,sp|A0T0A5.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Phaeodactylum tricornutum CCAP 1055/1] >sp|A0T0U0.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Thalassiosira pseudonana] >sp|P49514.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Trieres chinensis]
1,A0T0A5,A6MVV3,38,4.23923e-19,179.0,0,sp|A6MVV3.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Rhodomonas salina]
2,A0T0A5,Q5SD41,38,4.89033e-19,178.0,0,sp|Q5SD41.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Huperzia lucidula]
3,A0T0A5,Q32RJ7,38,4.89033e-19,178.0,0,sp|Q32RJ7.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Zygnema circumcarinatum]
4,A0T0A5,Q85FQ4,38,4.94437e-19,178.0,0,sp|Q85FQ4.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Cyanidioschyzon merolae strain 10D]
5,A0T0A5,P60151,38,5.64144e-19,178.0,0,sp|P60151.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Marchantia polymorpha] >sp|P60152.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Psilotum nudum] >sp|Q6YXL7.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Physcomitrium patens]
6,A0T0A5,O78464,38,6.09259e-19,178.0,0,sp|O78464.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Guillardia theta]
7,A0T0A5,A2T348,38,8.01921e-19,177.0,0,sp|A2T348.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Angiopteris evecta]
8,A0T0A5,Q0P3N8,38,9.04975e-19,177.0,0,sp|Q0P3N8.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Ostreococcus tauri]
9,A0T0A5,Q6B8K6,38,1.32953e-18,175.0,0,sp|Q6B8K6.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Gracilaria tenuistipitata var. liui]
10,A0T0A5,Q9TKY3,38,1.40464e-18,175.0,0,sp|Q9TKY3.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Nephroselmis olivacea]
11,A0T0A5,Q4G382,38,1.51697e-18,175.0,0,sp|Q4G382.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Emiliania huxleyi]
12,A0T0A5,Q9MUQ2,38,1.95325e-18,174.0,0,sp|Q9MUQ2.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Mesostigma viride]
13,A0T0A5,Q8M9W9,38,2.13277e-18,174.0,0,sp|Q8M9W9.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Chaetosphaeridium globosum]
14,A0T0A5,Q85A78,38,2.8072e-18,173.0,0,sp|Q85A78.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Anthoceros angustus]
15,A0T0A5,P56339,38,3.16795e-18,173.0,0,sp|P56339.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Chlorella vulgaris] >sp|Q20EW4.1| RecName: Full=Photosystem II reaction center protein L; Short=PSII-L [Oltmannsiellopsis viridis]
