Hit,DB,Protein1,Protein2,Organism,Length,Score,Identities,Positives,E
17,swissprot,A0T0A6,Q85CD4,Anthoceros angustus,40,128.0,70.00,85.00,2.53561e-11
18,swissprot,A0T0A6,Q5SD40,Huperzia lucidula,40,128.0,72.50,85.00,2.79919e-11
19,swissprot,A0T0A6,A6BM35,Gnetum parvifolium,40,128.0,67.50,80.00,2.83012e-11
20,swissprot,A0T0A6,Q2THQ0,Musa acuminata,40,128.0,72.50,85.00,3.02301e-11
1,swissprot,A0T0A7,A0T0A7,Phaeodactylum tricornutum CCAP 1055/1,42,206.0,100.00,100.00,3.75688e-23
2,swissprot,A0T0A7,A0T0S6,Thalassiosira pseudonana,42,167.0,80.95,85.71,4.00862e-17
3,swissprot,A0T0A7,P49531,Trieres chinensis,42,155.0,71.43,83.33,2.58109e-15
4,swissprot,A0T0A7,O96810,Skeletonema costatum,25,97.0,84.00,84.00,1.4259e-06
5,swissprot,A0T0A7,P48366,Cyanophora paradoxa,33,95.0,54.55,72.73,3.06234e-06
6,swissprot,A0T0A7,Q4G3B3,Emiliania huxleyi,32,85.0,56.25,71.88,0.000102491
7,swissprot,A0T0A7,O78499,Guillardia theta,32,81.0,53.12,71.88,0.000386986
8,swissprot,A0T0A7,Q1XDL1,Neopyropia yezoensis,32,71.0,50.00,68.75,0.0116299
9,swissprot,A0T0A7,P51275,Porphyra purpurea,32,70.0,46.88,68.75,0.0212667
10,swissprot,A0T0A7,B0C6T5,Acaryochloris marina MBIC11017,32,68.0,46.88,62.50,0.0337169
11,swissprot,A0T0A7,Q7NLN8,Gloeobacter violaceus PCC 7421,36,67.0,38.89,61.11,0.048322
12,swissprot,A0T0A7,Q2JN39,Synechococcus sp. JA-2-3B'a(2-13),35,67.0,37.14,57.14,0.0485831
13,swissprot,A0T0A7,B1WU77,Crocosphaera subtropica ATCC 51142,37,64.0,37.84,54.05,0.147222
14,swissprot,A0T0A7,B0JI68,Microcystis aeruginosa NIES-843,37,61.0,37.84,51.35,0.470866
15,swissprot,A0T0A7,B2J8Q3,Nostoc punctiforme PCC 73102,34,59.0,38.24,52.94,0.874641
16,swissprot,A0T0A7,Q9TLR5,Cyanidium caldarium,31,59.0,38.71,67.74,0.882145
17,swissprot,A0T0A7,Q2JS99,Synechococcus sp. JA-3-3Ab,35,59.0,34.29,57.14,0.959866
18,swissprot,A0T0A7,Q85FX8,Cyanidioschyzon merolae strain 10D,32,59.0,34.38,59.38,0.988293
19,swissprot,A0T0A7,B7KAA7,Gloeothece citriformis PCC 7424,37,57.0,35.14,51.35,1.9583
20,swissprot,A0T0A7,P0A3Y1,Nostoc sp. PCC 7120 = FACHB-418,34,57.0,35.29,58.82,1.99016
1,swissprot,A0T0A8,A0T0A8,Phaeodactylum tricornutum CCAP 1055/1,29,140.0,100.00,100.00,2.13892e-13
2,swissprot,A0T0A8,P49527,Trieres chinensis,29,130.0,89.66,93.10,6.59199e-12
3,swissprot,A0T0A8,A0T0S5,Thalassiosira pseudonana,29,125.0,82.76,89.66,4.71123e-11
4,swissprot,A0T0A8,P51276,Porphyra purpurea,29,123.0,82.76,89.66,6.77007e-11
5,swissprot,A0T0A8,O78498,Guillardia theta,29,121.0,82.76,89.66,1.36761e-10
6,swissprot,A0T0A8,P48258,Cyanophora paradoxa,29,118.0,82.76,86.21,3.92653e-10
7,swissprot,A0T0A8,Q4G3B2,Emiliania huxleyi,29,117.0,75.86,89.66,6.29753e-10
8,swissprot,A0T0A8,A6MVY7,Rhodomonas salina,29,112.0,68.97,89.66,3.77441e-09
9,swissprot,A0T0A8,Q32RF9,Zygnema circumcarinatum,29,107.0,68.97,86.21,2.11765e-08
10,swissprot,A0T0A8,Q6B8U0,Gracilaria tenuistipitata var. liui,30,105.0,60.00,83.33,3.9225e-08
11,swissprot,A0T0A8,Q19V97,Chlorokybus atmophyticus,29,105.0,68.97,82.76,5.21237e-08
12,swissprot,A0T0A8,Q9MUS4,Mesostigma viride,29,104.0,68.97,79.31,5.62896e-08
13,swissprot,A0T0A8,Q33C44,Nicotiana tomentosiformis,29,104.0,68.97,82.76,7.5723e-08
14,swissprot,A0T0A8,A6MMT7,Illicium oligandrum,32,103.0,62.50,75.00,8.14056e-08
15,swissprot,A0T0A8,B5LMM3,Cicer arietinum,31,103.0,64.52,77.42,9.26011e-08
16,swissprot,A0T0A8,Q3V541,Acorus calamus,31,103.0,64.52,77.42,9.3624e-08
17,swissprot,A0T0A8,A0ZZ28,Gossypium barbadense,29,103.0,68.97,82.76,9.43264e-08
18,swissprot,A0T0A8,A8W3B7,Cuscuta exaltata,29,102.0,68.97,82.76,1.28292e-07
19,swissprot,A0T0A8,A2T325,Angiopteris evecta,29,101.0,65.52,82.76,1.76415e-07
20,swissprot,A0T0A8,Q33302,Zea mays,29,101.0,68.97,82.76,1.90513e-07
1,swissprot,A0T0A9,A0T0A9,Phaeodactylum tricornutum CCAP 1055/1,67,338.0,100.00,100.00,1.52316e-42
2,swissprot,A0T0A9,P49475,Trieres chinensis,67,319.0,94.03,97.01,1.29382e-39
3,swissprot,A0T0A9,Q4G3C2,Emiliania huxleyi,66,288.0,81.82,89.39,6.35876e-35
4,swissprot,A0T0A9,Q2JLQ8,Synechococcus sp. JA-2-3B'a(2-13),67,259.0,70.15,85.07,1.74117e-30
5,swissprot,A0T0A9,Q110N3,Trichodesmium erythraeum IMS101,67,255.0,70.15,85.07,5.82611e-30
6,swissprot,A0T0A9,B2JA13,Nostoc punctiforme PCC 73102,67,250.0,67.16,83.58,3.80858e-29
7,swissprot,A0T0A9,Q2JUV4,Synechococcus sp. JA-3-3Ab,67,248.0,67.16,85.07,8.96766e-29
8,swissprot,A0T0A9,A0T0P8,Thalassiosira pseudonana,66,247.0,86.36,89.39,1.20066e-28
9,swissprot,A0T0A9,Q6B8Y7,Gracilaria tenuistipitata var. liui,67,239.0,79.10,85.07,1.91831e-27
10,swissprot,A0T0A9,O78514,Guillardia theta,67,238.0,79.10,85.07,2.81699e-27
11,swissprot,A0T0A9,O19925,Cyanidium caldarium,67,231.0,73.13,86.57,3.08377e-26
12,swissprot,A0T0A9,Q85FZ2,Cyanidioschyzon merolae strain 10D,64,217.0,75.00,87.50,3.19823e-24
13,swissprot,A0T0A9,B1XIE1,Synechococcus sp. PCC 7002,67,217.0,73.13,83.58,3.90154e-24
14,swissprot,A0T0A9,Q6YXN1,Physcomitrium patens,74,217.0,51.35,68.92,4.39828e-24
15,swissprot,A0T0A9,P51325,Porphyra purpurea,67,216.0,76.12,85.07,5.13327e-24
16,swissprot,A0T0A9,Q9TKW7,Nephroselmis olivacea,81,217.0,49.38,59.26,5.86557e-24
17,swissprot,A0T0A9,Q85CN0,Anthoceros angustus,74,213.0,48.65,67.57,2.30517e-23
18,swissprot,A0T0A9,P14835,Synechocystis sp. PCC 6803 substr. Kazusa,64,209.0,75.00,82.81,5.79862e-23
19,swissprot,A0T0A9,Q3ZJ26,Tupiella akineta,78,210.0,48.72,64.10,6.88627e-23
20,swissprot,A0T0A9,Q9XQR3,Pisum sativum,73,208.0,49.32,67.12,1.2563e-22
1,swissprot,A0T0B0,A0T0B0,Phaeodactylum tricornutum CCAP 1055/1,43,220.0,100.00,100.00,3.21606e-25
2,swissprot,A0T0B0,A0T0P7,Thalassiosira pseudonana,43,212.0,95.35,97.67,4.90948e-24
3,swissprot,A0T0B0,P49515,Trieres chinensis,43,211.0,93.02,97.67,6.53331e-24
4,swissprot,A0T0B0,P51324,Porphyra purpurea,43,191.0,81.40,95.35,7.40969e-21
5,swissprot,A0T0B0,A6MW33,Rhodomonas salina,43,187.0,74.42,95.35,3.05838e-20
6,swissprot,A0T0B0,O78513,Guillardia theta,43,181.0,72.09,93.02,2.8157e-19
7,swissprot,A0T0B0,Q4G3C3,Emiliania huxleyi,43,177.0,76.74,86.05,1.11217e-18
8,swissprot,A0T0B0,P48108,Cyanophora paradoxa,43,175.0,74.42,86.05,2.15046e-18
9,swissprot,A0T0B0,Q6B8Y6,Gracilaria tenuistipitata var. liui,43,171.0,69.77,88.37,8.77857e-18
10,swissprot,A0T0B0,Q85FZ3,Cyanidioschyzon merolae strain 10D,43,166.0,60.47,90.70,4.41557e-17
11,swissprot,A0T0B0,Q32RU3,Staurastrum punctulatum,43,164.0,69.77,83.72,1.22695e-16
12,swissprot,A0T0B0,O19926,Cyanidium caldarium,43,163.0,69.77,83.72,1.41537e-16
13,swissprot,A0T0B0,Q1ACH3,Chara vulgaris,43,163.0,69.77,81.40,1.65076e-16
14,swissprot,A0T0B0,Q9MUV5,Mesostigma viride,43,162.0,72.09,81.40,2.03404e-16
15,swissprot,A0T0B0,Q71KQ8,Coleochaete orbicularis,43,160.0,69.77,79.07,4.74061e-16
16,swissprot,A0T0B0,A2T361,Angiopteris evecta,43,160.0,67.44,81.40,4.79299e-16
17,swissprot,A0T0B0,Q71KN5,Klebsormidium bilatum,43,159.0,67.44,81.40,6.37806e-16
18,swissprot,A0T0B0,Q8WHZ5,Psilotum nudum,43,158.0,67.44,81.40,8.12233e-16
19,swissprot,A0T0B0,Q71KP0,Chlorokybus atmophyticus,43,157.0,69.77,79.07,1.11706e-15
20,swissprot,A0T0B0,Q5SD31,Huperzia lucidula,43,157.0,65.12,81.40,1.16726e-15
1,swissprot,A0T0B1,A0T0B1,Phaeodactylum tricornutum CCAP 1055/1,32,150.0,100.00,100.00,7.08481e-15
2,swissprot,A0T0B1,A0T0P6,Thalassiosira pseudonana,32,143.0,90.62,100.00,8.77569e-14
3,swissprot,A0T0B1,P49516,Trieres chinensis,32,143.0,90.62,100.00,9.79507e-14
4,swissprot,A0T0B1,Q4G3C4,Emiliania huxleyi,32,138.0,84.38,96.88,5.03649e-13
5,swissprot,A0T0B1,O19927,Cyanidium caldarium,32,130.0,81.25,90.62,9.16357e-12
6,swissprot,A0T0B1,Q85FZ4,Cyanidioschyzon merolae strain 10D,32,129.0,81.25,90.62,1.12912e-11
7,swissprot,A0T0B1,P20176,Euglena gracilis,31,129.0,87.10,93.55,1.32781e-11
8,swissprot,A0T0B1,Q9MUV6,Mesostigma viride,31,128.0,83.87,93.55,1.7476e-11
9,swissprot,A0T0B1,Q1ACH4,Chara vulgaris,35,128.0,74.29,82.86,1.87499e-11
10,swissprot,A0T0B1,P56327,Chlorella vulgaris,31,126.0,80.65,93.55,2.80316e-11
11,swissprot,A0T0B1,Q3ZJ28,Tupiella akineta,31,125.0,80.65,93.55,4.2559e-11
12,swissprot,A0T0B1,Q1KVV5,Tetradesmus obliquus,31,125.0,80.65,93.55,4.30292e-11
13,swissprot,A0T0B1,Q06SJ0,Stigeoclonium helveticum,31,125.0,80.65,93.55,5.244e-11
14,swissprot,A0T0B1,Q6B8Y5,Gracilaria tenuistipitata var. liui,31,122.0,77.42,90.32,1.5225e-10
15,swissprot,A0T0B1,Q06J23,Bigelowiella natans,31,121.0,74.19,93.55,1.96027e-10
16,swissprot,A0T0B1,P51323,Porphyra purpurea,31,121.0,80.65,87.10,2.117e-10
17,swissprot,A0T0B1,Q0P3P9,Ostreococcus tauri,31,120.0,77.42,90.32,2.31151e-10
18,swissprot,A0T0B1,P37256,Chlamydomonas reinhardtii,31,120.0,74.19,93.55,2.36287e-10
19,swissprot,A0T0B1,P12182,Marchantia polymorpha,35,120.0,65.71,80.00,2.95714e-10
20,swissprot,A0T0B1,P59903,Coleochaete orbicularis,35,120.0,68.57,77.14,3.22887e-10
1,swissprot,A0T0B3,A0T0B3,Phaeodactylum tricornutum CCAP 1055/1,100,521.0,100.00,100.00,1.88991e-69
2,swissprot,A0T0B3,A0T0S2,Thalassiosira pseudonana,100,426.0,78.00,88.00,5.04654e-55
3,swissprot,A0T0B3,P49502,Trieres chinensis,100,420.0,78.00,85.00,5.28351e-54
4,swissprot,A0T0B3,Q3MCD2,Trichormus variabilis ATCC 29413,100,361.0,70.00,82.00,4.53484e-45
5,swissprot,A0T0B3,Q8YQ66,Nostoc sp. PCC 7120 = FACHB-418,100,359.0,70.00,82.00,8.75678e-45
6,swissprot,A0T0B3,Q10ZE2,Trichodesmium erythraeum IMS101,100,359.0,68.00,80.00,1.021e-44
7,swissprot,A0T0B3,B0CAI0,Acaryochloris marina MBIC11017,100,349.0,65.00,78.00,2.56598e-43
8,swissprot,A0T0B3,Q9MUR6,Mesostigma viride,100,349.0,67.00,80.00,2.59427e-43
9,swissprot,A0T0B3,B2J6L1,Nostoc punctiforme PCC 73102,100,348.0,69.00,81.00,4.29618e-43
10,swissprot,A0T0B3,P52858,Synechococcus elongatus PCC 6301,100,346.0,64.00,79.00,9.88575e-43
11,swissprot,A0T0B3,P51319,Porphyra purpurea,100,344.0,66.00,79.00,2.01624e-42
12,swissprot,A0T0B3,B7JUU6,Rippkaea orientalis PCC 8801,100,343.0,63.00,77.00,2.15335e-42
13,swissprot,A0T0B3,Q19V89,Chlorokybus atmophyticus,100,342.0,66.00,77.00,3.6851e-42
14,swissprot,A0T0B3,B0JYC2,Microcystis aeruginosa NIES-843,100,339.0,65.00,78.00,9.15536e-42
15,swissprot,A0T0B3,B7K8N1,Gloeothece citriformis PCC 7424,100,339.0,65.00,78.00,9.99468e-42
16,swissprot,A0T0B3,P48138,Cyanophora paradoxa,100,334.0,65.00,76.00,6.03461e-41
17,swissprot,A0T0B3,Q1XDG8,Neopyropia yezoensis,100,333.0,63.00,77.00,8.76055e-41
18,swissprot,A0T0B3,A6MVZ5,Rhodomonas salina,100,333.0,63.00,78.00,9.56359e-41
19,swissprot,A0T0B3,O78506,Guillardia theta,100,332.0,63.00,75.00,1.2858e-40
20,swissprot,A0T0B3,Q8DHW7,Thermosynechococcus vestitus BP-1,100,327.0,62.00,75.00,7.84732e-40
1,swissprot,A0T0B4,A0T0B4,Phaeodactylum tricornutum CCAP 1055/1,30,142.0,100.00,100.00,1.1215e-13
2,swissprot,A0T0B4,P49487,Trieres chinensis,30,123.0,83.33,93.33,9.75827e-11
3,swissprot,A0T0B4,A0T0S1,Thalassiosira pseudonana,30,89.0,63.33,76.67,1.44852e-05
4,swissprot,A0T0B4,Q6B8K0,Gracilaria tenuistipitata var. liui,30,86.0,56.67,76.67,3.48714e-05
5,swissprot,A0T0B4,P51395,Porphyra purpurea,30,85.0,56.67,73.33,5.65337e-05
6,swissprot,A0T0B4,Q4G371,Emiliania huxleyi,30,84.0,63.33,70.00,6.59283e-05
7,swissprot,A0T0B4,Q0P3J8,Ostreococcus tauri,31,82.0,45.16,74.19,0.000139462
8,swissprot,A0T0B4,O78448,Guillardia theta,29,80.0,55.17,79.31,0.000271285
9,swissprot,A0T0B4,P48185,Cyanophora paradoxa,31,80.0,51.61,70.97,0.000297507
10,swissprot,A0T0B4,Q9TLX5,Cyanidium caldarium,30,79.0,56.67,73.33,0.00041704
11,swissprot,A0T0B4,P56314,Chlorella vulgaris,31,75.0,48.39,64.52,0.00192341
12,swissprot,A0T0B4,P0A403,Thermosynechococcus vestitus BP-1,31,74.0,45.16,61.29,0.00219423
13,swissprot,A0T0B4,Q9MUS2,Mesostigma viride,30,74.0,56.67,66.67,0.00304156
14,swissprot,A0T0B4,Q8YNB0,Nostoc sp. PCC 7120 = FACHB-418,32,73.0,43.75,65.62,0.00372917
15,swissprot,A0T0B4,Q32RL2,Zygnema circumcarinatum,32,73.0,53.12,62.50,0.00416185
16,swissprot,A0T0B4,Q32RW8,Staurastrum punctulatum,32,72.0,50.00,59.38,0.00604469
17,swissprot,A0T0B4,Q8M9Z8,Chaetosphaeridium globosum,32,71.0,46.88,59.38,0.00897402
18,swissprot,A0T0B4,Q2JI37,Synechococcus sp. JA-2-3B'a(2-13),30,67.0,40.00,66.67,0.0291676
19,swissprot,A0T0B4,Q2JT51,Synechococcus sp. JA-3-3Ab,30,65.0,40.00,63.33,0.0671454
20,swissprot,A0T0B4,P31590,Marchantia polymorpha,32,64.0,43.75,56.25,0.0909075
1,swissprot,A0T0B7,A0T0B7,Phaeodactylum tricornutum CCAP 1055/1,160,820.0,100.00,100.00,4.0362e-113
2,swissprot,A0T0B7,P49489,Trieres chinensis,160,761.0,89.38,95.00,3.40423e-104
3,swissprot,A0T0B7,A0T0T7,Thalassiosira pseudonana,160,741.0,86.25,93.75,4.35165e-101
4,swissprot,A0T0B7,Q4G3F7,Emiliania huxleyi,160,689.0,80.62,91.25,3.84351e-93
5,swissprot,A0T0B7,O78415,Guillardia theta,160,681.0,78.75,91.25,5.52239e-92
6,swissprot,A0T0B7,Q84TU6,Euglena gracilis,173,674.0,72.83,82.08,1.16831e-90
7,swissprot,A0T0B7,Q6B904,Gracilaria tenuistipitata var. liui,160,659.0,75.62,89.38,1.43489e-88
8,swissprot,A0T0B7,Q1XDE7,Neopyropia yezoensis,160,656.0,73.75,88.75,3.60437e-88
9,swissprot,A0T0B7,P51340,Porphyra purpurea,160,654.0,74.38,88.12,6.73381e-88
10,swissprot,A0T0B7,P48122,Cyanophora paradoxa,160,653.0,74.38,87.50,1.27189e-87
11,swissprot,A0T0B7,Q3ZJ11,Tupiella akineta,160,650.0,73.12,87.50,3.15996e-87
12,swissprot,A0T0B7,Q32RU6,Staurastrum punctulatum,160,639.0,74.38,87.50,1.49882e-85
13,swissprot,A0T0B7,Q9TL32,Nephroselmis olivacea,160,639.0,73.75,86.25,1.67249e-85
14,swissprot,A0T0B7,Q85AY5,Anthoceros angustus,160,638.0,72.50,85.62,2.22412e-85
15,swissprot,A0T0B7,Q71KP3,Spirogyra maxima,160,638.0,73.12,86.25,2.22412e-85
16,swissprot,A0T0B7,Q1ACH0,Chara vulgaris,160,637.0,71.88,86.88,2.59308e-85
17,swissprot,A0T0B7,P06250,Marchantia polymorpha,160,636.0,72.50,86.25,3.76443e-85
18,swissprot,A0T0B7,P83792,Mastigocladus laminosus,160,635.0,72.50,84.38,5.70986e-85
19,swissprot,A0T0B7,Q20ET6,Oltmannsiellopsis viridis,160,634.0,73.12,86.88,8.75611e-85
20,swissprot,A0T0B7,P00166,Spinacia oleracea,160,634.0,72.50,85.62,8.95021e-85
1,swissprot,A0T0B8,A0T0B8,Phaeodactylum tricornutum CCAP 1055/1,215,1128.0,100.00,100.00,2.55911e-158
2,swissprot,A0T0B8,A0T0T6,Thalassiosira pseudonana,215,1088.0,95.35,98.14,3.39936e-152
3,swissprot,A0T0B8,P49488,Trieres chinensis,215,1053.0,94.88,98.14,6.32506e-147
4,swissprot,A0T0B8,O78416,Guillardia theta,215,1014.0,86.51,93.95,5.82824e-141
5,swissprot,A0T0B8,Q9TL31,Nephroselmis olivacea,215,1005.0,85.12,93.49,1.44957e-139
6,swissprot,A0T0B8,P00165,Spinacia oleracea,215,998.0,84.19,91.63,2.12937e-138
7,swissprot,A0T0B8,P0C8M6,Synechococcus elongatus,215,995.0,83.26,93.02,5.97024e-138
8,swissprot,A0T0B8,P06247,Nicotiana tabacum,215,994.0,83.72,91.63,7.27326e-138
9,swissprot,A0T0B8,Q6YXN2,Physcomitrium patens,215,994.0,83.72,92.09,7.59944e-138
10,swissprot,A0T0B8,Q49KW8,Eucalyptus globulus subsp. globulus,215,993.0,83.26,91.63,8.86065e-138
11,swissprot,A0T0B8,Q09WY7,Morus indica,215,992.0,82.79,91.63,1.38917e-137
12,swissprot,A0T0B8,P06248,Marchantia polymorpha,215,992.0,83.26,92.09,1.40449e-137
13,swissprot,A0T0B8,Q9MTJ5,Oenothera elata subsp. hookeri,215,992.0,83.26,91.63,1.40449e-137
14,swissprot,A0T0B8,Q71KN3,Klebsormidium bilatum,215,992.0,83.72,92.09,1.63757e-137
15,swissprot,A0T0B8,Q09ME7,Citrus sinensis,215,991.0,83.26,91.63,2.03922e-137
16,swissprot,A0T0B8,Q85A24,Anthoceros angustus,215,991.0,84.19,92.09,2.48427e-137
17,swissprot,A0T0B8,P05642,Zea mays,215,990.0,82.79,91.63,2.8028e-137
18,swissprot,A0T0B8,Q4G3F8,Emiliania huxleyi,215,990.0,84.65,93.02,3.34042e-137
19,swissprot,A0T0B8,P56773,Arabidopsis thaliana,215,989.0,83.26,91.16,3.85231e-137
20,swissprot,A0T0B8,P0C315,Oryza sativa,215,989.0,82.79,91.63,4.15971e-137
1,swissprot,A0T0C0,A0T0C0,Phaeodactylum tricornutum CCAP 1055/1,128,614.0,100.00,100.00,8.68749e-83
2,swissprot,A0T0C0,P49550,Trieres chinensis,127,489.0,88.19,94.49,8.70087e-64
3,swissprot,A0T0C0,A0T0Q7,Thalassiosira pseudonana,128,458.0,85.16,90.62,5.41771e-59
4,swissprot,A0T0C0,Q1XDE8,Neopyropia yezoensis,129,366.0,65.12,79.07,6.02532e-45
5,swissprot,A0T0C0,P51339,Porphyra purpurea,129,364.0,65.89,79.84,1.33934e-44
6,swissprot,A0T0C0,P23349,Synechocystis sp. PCC 6803 substr. Kazusa,128,363.0,67.97,79.69,1.67052e-44
7,swissprot,A0T0C0,Q6B905,Gracilaria tenuistipitata var. liui,131,362.0,59.54,77.10,2.51562e-44
8,swissprot,A0T0C0,O78414,Guillardia theta,129,351.0,62.79,77.52,1.06514e-42
9,swissprot,A0T0C0,B2JA77,Nostoc punctiforme PCC 73102,130,346.0,62.31,76.92,7.20486e-42
10,swissprot,A0T0C0,B0CAD2,Acaryochloris marina MBIC11017,129,343.0,63.57,79.07,1.89075e-41
11,swissprot,A0T0C0,Q9TL30,Nephroselmis olivacea,128,338.0,58.59,82.03,1.15166e-40
12,swissprot,A0T0C0,B1XJG9,Synechococcus sp. PCC 7002,128,337.0,66.41,79.69,1.22975e-40
13,swissprot,A0T0C0,Q31QK6,Synechococcus elongatus PCC 7942 = FACHB-805,128,331.0,67.97,81.25,1.03691e-39
14,swissprot,A0T0C0,Q8YLJ5,Nostoc sp. PCC 7120 = FACHB-418,130,327.0,61.54,80.77,4.22448e-39
15,swissprot,A0T0C0,Q7NK76,Gloeobacter violaceus PCC 7421,137,328.0,57.66,72.99,4.57008e-39
16,swissprot,A0T0C0,Q20F00,Oltmannsiellopsis viridis,129,324.0,52.71,69.77,1.53843e-38
17,swissprot,A0T0C0,Q8DM25,Thermosynechococcus vestitus BP-1,132,324.0,60.61,75.00,1.77744e-38
18,swissprot,A0T0C0,Q3MA16,Trichormus variabilis ATCC 29413,128,322.0,60.94,78.91,2.49547e-38
19,swissprot,A0T0C0,B7JWT5,Rippkaea orientalis PCC 8801,132,321.0,60.61,74.24,4.45029e-38
20,swissprot,A0T0C0,P48124,Cyanophora paradoxa,126,317.0,57.94,73.02,1.41113e-37
1,swissprot,A0T0C1,A0T0C1,Phaeodactylum tricornutum CCAP 1055/1,230,1210.0,100.00,100.00,2.33408e-170
2,swissprot,A0T0C1,P49544,Trieres chinensis,230,954.0,74.78,90.00,2.97382e-131
3,swissprot,A0T0C1,A0T0Q6,Thalassiosira pseudonana,230,928.0,72.61,87.83,2.48577e-127
4,swissprot,A0T0C1,Q8DM27,Thermosynechococcus vestitus BP-1,237,712.0,52.74,74.68,2.34704e-94
5,swissprot,A0T0C1,B7JWT7,Rippkaea orientalis PCC 8801,238,704.0,53.36,74.79,4.49694e-93
6,swissprot,A0T0C1,B0JNQ5,Microcystis aeruginosa NIES-843,237,702.0,51.90,74.26,7.11188e-93
7,swissprot,A0T0C1,Q2JTQ5,Synechococcus sp. JA-3-3Ab,236,702.0,53.39,72.88,8.94014e-93
8,swissprot,A0T0C1,A2CDE8,Prochlorococcus marinus str. MIT 9303,235,701.0,53.19,74.47,9.53852e-93
9,swissprot,A0T0C1,Q0I6K8,Synechococcus sp. CC9311,235,701.0,53.19,75.32,1.22655e-92
10,swissprot,A0T0C1,O78413,Guillardia theta,234,700.0,55.56,75.21,1.33757e-92
11,swissprot,A0T0C1,B0CAD0,Acaryochloris marina MBIC11017,236,700.0,52.97,73.73,1.44629e-92
12,swissprot,A0T0C1,Q7VDY6,Prochlorococcus marinus subsp. marinus str. CCMP1375,234,699.0,52.99,75.64,2.38763e-92
13,swissprot,A0T0C1,Q7V478,Prochlorococcus marinus str. MIT 9313,235,696.0,52.34,74.47,7.05256e-92
14,swissprot,A0T0C1,B7KIR7,Gloeothece citriformis PCC 7424,238,695.0,52.94,73.53,8.98986e-92
15,swissprot,A0T0C1,Q2JM50,Synechococcus sp. JA-2-3B'a(2-13),236,694.0,52.12,73.73,1.24608e-91
16,swissprot,A0T0C1,Q7V382,Prochlorococcus marinus subsp. pastoris str. CCMP1986,235,691.0,52.77,73.62,3.92378e-91
17,swissprot,A0T0C1,A2BUI0,Prochlorococcus marinus str. MIT 9515,235,691.0,52.77,74.04,4.09915e-91
18,swissprot,A0T0C1,Q7U3T7,Parasynechococcus marenigrum WH 8102,235,689.0,52.77,74.04,7.0034e-91
19,swissprot,A0T0C1,A8G2L0,Prochlorococcus marinus str. MIT 9215,235,689.0,52.34,74.47,7.08037e-91
20,swissprot,A0T0C1,Q3AGT0,Synechococcus sp. CC9605,235,689.0,51.06,75.32,7.5603e-91
1,swissprot,A0T0C2,A0T0C2,Phaeodactylum tricornutum CCAP 1055/1,141,718.0,100.00,100.00,2.85089e-98
2,swissprot,A0T0C2,P49549,Trieres chinensis,141,669.0,92.20,96.45,9.46219e-91
3,swissprot,A0T0C2,A0T0Q5,Thalassiosira pseudonana,141,641.0,86.52,94.33,1.78001e-86
4,swissprot,A0T0C2,Q31QK3,Synechococcus elongatus PCC 7942 = FACHB-805,141,573.0,75.18,84.40,3.66533e-76
5,swissprot,A0T0C2,Q5N3N9,Synechococcus elongatus PCC 6301,141,570.0,74.47,83.69,1.10952e-75
6,swissprot,A0T0C2,O78412,Guillardia theta,141,561.0,73.76,85.11,2.94493e-74
7,swissprot,A0T0C2,A5GWK2,Synechococcus sp. RCC307,141,560.0,73.05,84.40,4.71896e-74
8,swissprot,A0T0C2,B1X076,Crocosphaera subtropica ATCC 51142,141,557.0,73.05,85.82,1.0279e-73
9,swissprot,A0T0C2,A5GPD5,Synechococcus sp. WH 7803,141,556.0,73.76,83.69,1.47604e-73
10,swissprot,A0T0C2,A2BUI1,Prochlorococcus marinus str. MIT 9515,141,556.0,74.47,84.40,1.72094e-73
11,swissprot,A0T0C2,Q7U3T6,Parasynechococcus marenigrum WH 8102,141,554.0,73.76,82.98,2.81871e-73
12,swissprot,A0T0C2,Q3AGS9,Synechococcus sp. CC9605,141,553.0,73.76,82.98,4.93066e-73
13,swissprot,A0T0C2,Q7V381,Prochlorococcus marinus subsp. pastoris str. CCMP1986,141,551.0,73.05,84.40,8.53087e-73
14,swissprot,A0T0C2,A2BNZ9,Prochlorococcus marinus str. AS9601,141,550.0,73.05,82.98,1.19841e-72
15,swissprot,A0T0C2,Q7V479,Prochlorococcus marinus str. MIT 9313,141,548.0,72.34,83.69,2.41742e-72
16,swissprot,A0T0C2,B7JWT8,Rippkaea orientalis PCC 8801,141,548.0,70.92,83.69,3.01013e-72
17,swissprot,A0T0C2,B7KJM5,Gloeothece citriformis PCC 7424,141,548.0,71.63,84.40,3.14507e-72
18,swissprot,A0T0C2,B0CAC9,Acaryochloris marina MBIC11017,141,547.0,69.50,83.69,3.78946e-72
19,swissprot,A0T0C2,Q1XDF0,Neopyropia yezoensis,141,546.0,74.47,82.27,4.77057e-72
20,swissprot,A0T0C2,Q0I6K7,Synechococcus sp. CC9311,141,546.0,71.63,82.98,5.87542e-72
1,swissprot,A0T0C4,A0T0C4,Phaeodactylum tricornutum CCAP 1055/1,38,178.0,100.00,100.00,5.76682e-19
2,swissprot,A0T0C4,O78455,Guillardia theta,39,106.0,61.54,71.79,5.33237e-08
3,swissprot,A0T0C4,P49509,Trieres chinensis,38,103.0,55.26,71.05,1.43917e-07
4,swissprot,A0T0C4,A0T0N4,Thalassiosira pseudonana,38,103.0,60.53,73.68,1.48739e-07
