Protein1,Protein2,DB,Organism,Length,Score,Identities,Positives,E
A0T0A6,Q19V80,SP,Chlorokybus atmophyticus ,42,192,80.6,97.2,9.2e-11
A0T0A6,P0C415,SP,Oryza sativa subsp. indica ,40,191,72.5,90.0,1.1e-10
A0T0A6,Q6ENF9,SP,Oryza nivara ,40,191,72.5,90.0,1.1e-10
A0T0A6,P12189,SP,Oryza sativa subsp. japonica ,40,191,72.5,90.0,1.1e-10
A0T0A6,P0C414,SP,Oryza sativa ,40,191,72.5,90.0,1.1e-10
A0T0A6,Q85CD4,SP,Anthoceros angustus ,40,190,70.0,90.0,1.3e-10
A0T0A6,P12188,SP,Marchantia polymorpha ,40,190,70.0,90.0,1.3e-10
A0T0A7,A0T0A7,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,42,265,100.0,100.0,1.5e-18
A0T0A7,A0T0S6,SP,Thalassiosira pseudonana ,42,215,81.0,92.9,8.2e-14
A0T0A7,P49531,SP,Trieres chinensis ,42,200,71.4,92.9,2.2e-12
A0T0A7,O96810,SP,Skeletonema costatum ,25,131,84.0,96.0,4.7e-06
A0T0A7,P48366,SP,Cyanophora paradoxa ,33,129,62.1,96.6,9.5e-06
A0T0A7,Q4G3B3,SP,Emiliania huxleyi ,32,112,62.1,89.7,0.00038
A0T0A7,O78499,SP,Guillardia theta ,32,110,56.7,90.0,0.00058
A0T0A7,Q1XDL1,SP,Neopyropia yezoensis ,32,97,55.2,79.3,0.01
A0T0A7,B0C6T5,SP,Acaryochloris marina (strain MBIC 11017) ,32,97,57.7,84.6,0.01
A0T0A7,P51275,SP,Porphyra purpurea ,32,95,51.7,79.3,0.015
A0T0A7,Q2JN39,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,35,94,51.7,86.2,0.021
A0T0A7,Q7NLN8,SP,Gloeobacter violaceus (strain ATCC 29082 / PCC 7421) ,36,94,48.3,82.8,0.022
A0T0A7,B1WU77,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,37,92,45.2,83.9,0.034
A0T0A7,B0JI68,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,37,87,45.2,80.6,0.1
A0T0A7,B2J8Q3,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,34,84,46.4,78.6,0.18
A0T0A7,Q85FX8,SP,Cyanidioschyzon merolae (strain NIES-3377 / 10D) ,32,83,39.3,78.6,0.21
A0T0A7,Q2JS99,SP,Synechococcus sp. (strain JA-3-3Ab) ,35,83,46.7,80.0,0.23
A0T0A7,B7KAA7,SP,Gloeothece citriformis (strain PCC 7424) ,37,83,41.9,80.6,0.24
A0T0A7,B7K1J7,SP,Rippkaea orientalis (strain PCC 8801) ,37,83,45.2,80.6,0.24
A0T0A7,Q9TLR5,SP,Cyanidium caldarium ,31,81,41.4,82.8,0.32
A0T0A8,A0T0A8,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,29,193,100.0,100.0,4e-13
A0T0A8,P49527,SP,Trieres chinensis ,29,180,89.7,100.0,8.7e-12
A0T0A8,P51276,SP,Porphyra purpurea ,29,173,82.8,100.0,4.6e-11
A0T0A8,Q1XDL0,SP,Neopyropia yezoensis ,29,173,82.8,100.0,4.6e-11
A0T0A8,A0T0S5,SP,Thalassiosira pseudonana ,29,171,82.8,100.0,7.5e-11
A0T0A8,O96807,SP,Skeletonema costatum ,29,171,82.8,100.0,7.5e-11
A0T0A8,O78498,SP,Guillardia theta ,29,168,82.8,100.0,1.5e-10
A0T0A8,P48258,SP,Cyanophora paradoxa ,29,165,82.8,96.6,3.1e-10
A0T0A8,Q4G3B2,SP,Emiliania huxleyi ,29,164,75.9,100.0,3.9e-10
A0T0A8,A6MVY7,SP,Rhodomonas salina ,29,153,69.0,100.0,5.4e-09
A0T0A8,Q32RF9,SP,Zygnema circumcarinatum ,29,148,69.0,100.0,1.8e-08
A0T0A8,Q6B8U0,SP,Gracilaria tenuistipitata var. liui ,30,147,62.1,100.0,2.3e-08
A0T0A8,Q9MUS4,SP,Mesostigma viride ,29,146,69.0,96.6,2.9e-08
A0T0A8,Q19V97,SP,Chlorokybus atmophyticus ,29,146,69.0,96.6,2.9e-08
A0T0A8,Q33C44,SP,Nicotiana tomentosiformis ,29,144,69.0,100.0,4.6e-08
A0T0A8,Q3C1G5,SP,Nicotiana sylvestris ,29,143,69.0,100.0,5.9e-08
A0T0A8,P61041,SP,Oenothera elata subsp. hookeri ,29,143,69.0,100.0,5.9e-08
A0T0A8,P61042,SP,Oryza sativa subsp. japonica ,29,143,69.0,100.0,5.9e-08
A0T0A8,P0C396,SP,Oryza sativa subsp. indica ,29,143,69.0,100.0,5.9e-08
A0T0A8,Q06GR7,SP,Piper cenocladum ,29,143,69.0,100.0,5.9e-08
A0T0A9,A0T0A9,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,67,432,100.0,100.0,3.1e-29
A0T0A9,P49475,SP,Trieres chinensis ,67,409,94.0,98.5,2.5e-27
A0T0A9,A0T0P8,SP,Thalassiosira pseudonana ,66,373,86.4,97.0,2.4e-24
A0T0A9,Q4G3C2,SP,Emiliania huxleyi ,66,370,87.1,96.8,4.3e-24
A0T0A9,Q6B8Y7,SP,Gracilaria tenuistipitata var. liui ,67,354,85.5,95.2,9.4e-23
A0T0A9,P51325,SP,Porphyra purpurea ,67,352,82.3,95.2,1.4e-22
A0T0A9,Q1XDG1,SP,Neopyropia yezoensis ,67,352,82.3,95.2,1.4e-22
A0T0A9,O78514,SP,Guillardia theta ,67,352,82.8,93.8,1.4e-22
A0T0A9,O19925,SP,Cyanidium caldarium ,67,346,76.1,95.5,4.3e-22
A0T0A9,B1XIE1,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,67,334,77.8,93.7,4.3e-21
A0T0A9,Q2JLQ8,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,67,329,75.8,95.2,1.1e-20
A0T0A9,Q85FZ2,SP,Cyanidioschyzon merolae (strain NIES-3377 / 10D) ,64,328,77.4,95.2,1.3e-20
A0T0A9,P14835,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,64,328,77.4,93.5,1.3e-20
A0T0A9,Q0IDC8,SP,Synechococcus sp. (strain CC9311) ,68,328,71.2,93.9,1.4e-20
A0T0A9,Q110N3,SP,Trichodesmium erythraeum (strain IMS101) ,67,326,73.4,92.2,2e-20
A0T0A9,Q3AUQ6,SP,Synechococcus sp. (strain CC9902) ,66,323,69.7,92.4,3.5e-20
A0T0A9,Q7U9I7,SP,Parasynechococcus marenigrum (strain WH8102) ,66,323,69.7,92.4,3.5e-20
A0T0A9,Q3AMZ3,SP,Synechococcus sp. (strain CC9605) ,66,323,69.7,92.4,3.5e-20
A0T0A9,B1WS17,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,64,321,77.4,90.3,4.9e-20
A0T0A9,A5GIH4,SP,Synechococcus sp. (strain WH7803) ,66,321,70.8,92.3,5.1e-20
A0T0B0,A0T0B0,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,43,268,100.0,100.0,1.1e-18
A0T0B0,A0T0P7,SP,Thalassiosira pseudonana ,43,259,95.3,100.0,8.1e-18
A0T0B0,P49515,SP,Trieres chinensis ,43,258,93.0,100.0,1e-17
A0T0B0,P51324,SP,Porphyra purpurea ,43,237,81.4,95.3,9.6e-16
A0T0B0,Q1XDG2,SP,Neopyropia yezoensis ,43,237,81.4,95.3,9.6e-16
A0T0B0,A6MW33,SP,Rhodomonas salina ,43,234,74.4,95.3,1.9e-15
A0T0B0,O78513,SP,Guillardia theta ,43,226,72.1,95.3,1.1e-14
A0T0B0,Q4G3C3,SP,Emiliania huxleyi ,43,218,76.7,93.0,6e-14
A0T0B0,P48108,SP,Cyanophora paradoxa ,43,217,74.4,88.4,7.5e-14
A0T0B0,Q6B8Y6,SP,Gracilaria tenuistipitata var. liui ,43,213,69.8,90.7,1.8e-13
A0T0B0,Q85FZ3,SP,Cyanidioschyzon merolae (strain NIES-3377 / 10D) ,43,203,60.5,97.7,1.6e-12
A0T0B0,O19926,SP,Cyanidium caldarium ,43,203,69.8,86.0,1.6e-12
A0T0B0,Q32RU3,SP,Staurastrum punctulatum ,43,201,69.8,90.7,2.4e-12
A0T0B0,Q1ACH3,SP,Chara vulgaris ,43,199,69.8,90.7,3.7e-12
A0T0B0,Q9MUV5,SP,Mesostigma viride ,43,198,72.1,88.4,4.6e-12
A0T0B0,Q71KN5,SP,Klebsormidium bilatum ,43,196,67.4,88.4,7.2e-12
A0T0B0,Q32RQ4,SP,Zygnema circumcarinatum ,43,196,67.4,90.7,7.2e-12
A0T0B0,A2T361,SP,Angiopteris evecta ,43,196,67.4,90.7,7.2e-12
A0T0B0,Q71KQ8,SP,Coleochaete orbicularis ,43,195,69.8,88.4,8.9e-12
A0T0B0,Q71KP0,SP,Chlorokybus atmophyticus ,43,195,69.8,86.0,8.9e-12
A0T0B1,A0T0B1,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,32,196,100.0,100.0,2.7e-12
A0T0B1,P49516,SP,Trieres chinensis ,32,187,90.6,100.0,1.9e-11
A0T0B1,A0T0P6,SP,Thalassiosira pseudonana ,32,186,90.6,100.0,2.4e-11
A0T0B1,Q4G3C4,SP,Emiliania huxleyi ,32,183,84.4,96.9,4.7e-11
A0T0B1,Q85FZ4,SP,Cyanidioschyzon merolae (strain NIES-3377 / 10D) ,32,174,81.2,93.8,3.5e-10
A0T0B1,O19927,SP,Cyanidium caldarium ,32,173,81.2,93.8,4.3e-10
A0T0B1,Q9MUV6,SP,Mesostigma viride ,31,172,83.9,93.5,5.2e-10
A0T0B1,Q20F15,SP,Oltmannsiellopsis viridis ,31,171,80.6,93.5,6.5e-10
A0T0B1,P56327,SP,Chlorella vulgaris ,31,171,80.6,93.5,6.5e-10
A0T0B1,Q1ACH4,SP,Chara vulgaris ,35,171,81.2,90.6,7.3e-10
A0T0B1,P20176,SP,Euglena gracilis ,31,169,87.1,93.5,1e-09
A0T0B1,Q1KVV5,SP,Tetradesmus obliquus ,31,169,80.6,93.5,1e-09
A0T0B1,Q06SJ0,SP,Stigeoclonium helveticum ,31,169,80.6,93.5,1e-09
A0T0B1,Q3ZJ28,SP,Tupiella akineta ,31,168,80.6,93.5,1.3e-09
A0T0B1,Q6B8Y5,SP,Gracilaria tenuistipitata var. liui ,31,164,77.4,93.5,3.1e-09
A0T0B1,P51323,SP,Porphyra purpurea ,31,163,80.6,90.3,3.8e-09
A0T0B1,Q0P3P9,SP,Ostreococcus tauri ,31,163,77.4,90.3,3.8e-09
A0T0B1,Q1XDG3,SP,Neopyropia yezoensis ,31,163,80.6,90.3,3.8e-09
A0T0B1,Q06J23,SP,Bigelowiella natans ,31,162,74.2,93.5,4.8e-09
A0T0B1,P37256,SP,Chlamydomonas reinhardtii ,31,161,74.2,93.5,5.9e-09
A0T0B3,A0T0B3,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,100,663,100.0,100.0,4.9e-44
A0T0B3,A0T0S2,SP,Thalassiosira pseudonana ,100,548,78.0,92.0,3.1e-35
A0T0B3,P49502,SP,Trieres chinensis ,100,539,78.0,93.0,1.5e-34
A0T0B3,Q10ZE2,SP,Trichodesmium erythraeum (strain IMS101) ,100,468,68.0,87.0,4.1e-29
A0T0B3,Q3MCD2,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,100,466,70.0,87.0,5.8e-29
A0T0B3,Q8YQ66,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,100,465,70.0,87.0,6.9e-29
A0T0B3,P51319,SP,Porphyra purpurea ,100,455,66.0,83.0,4e-28
A0T0B3,Q9MUR6,SP,Mesostigma viride ,100,454,67.0,87.0,4.8e-28
A0T0B3,B2J6L1,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,100,451,69.0,84.0,8.2e-28
A0T0B3,B0CAI0,SP,Acaryochloris marina (strain MBIC 11017) ,100,450,65.0,84.0,9.7e-28
A0T0B3,P52858,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,100,450,64.0,85.0,9.7e-28
A0T0B3,Q19V89,SP,Chlorokybus atmophyticus ,100,448,66.0,85.0,1.4e-27
A0T0B3,B0JYC2,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,100,444,65.0,84.0,2.8e-27
A0T0B3,B7JUU6,SP,Rippkaea orientalis (strain PCC 8801) ,100,444,63.0,85.0,2.8e-27
A0T0B3,A6MVZ5,SP,Rhodomonas salina ,100,440,63.0,84.0,5.7e-27
A0T0B3,B7K8N1,SP,Gloeothece citriformis (strain PCC 7424) ,100,439,65.0,83.0,6.8e-27
A0T0B3,O78506,SP,Guillardia theta ,100,436,63.0,83.0,1.1e-26
A0T0B3,P48138,SP,Cyanophora paradoxa ,100,434,65.0,82.0,1.6e-26
A0T0B3,Q1XDG8,SP,Neopyropia yezoensis ,100,434,63.0,83.0,1.6e-26
A0T0B3,Q9GGE2,SP,Chlamydomonas reinhardtii ,100,427,65.0,81.0,5.6e-26
A0T0B4,A0T0B4,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,30,183,100.0,100.0,3.9e-13
A0T0B4,P49487,SP,Trieres chinensis ,30,154,83.3,96.7,6e-10
A0T0B4,A0T0S1,SP,Thalassiosira pseudonana ,30,115,63.3,83.3,1.1e-05
A0T0B4,Q4G371,SP,Emiliania huxleyi ,30,114,65.5,79.3,1.5e-05
A0T0B4,Q6B8K0,SP,Gracilaria tenuistipitata var. liui ,30,109,56.7,90.0,5.2e-05
A0T0B4,Q1XD92,SP,Neopyropia yezoensis ,30,106,56.7,90.0,0.00011
A0T0B4,P51395,SP,Porphyra purpurea ,30,106,56.7,90.0,0.00011
A0T0B4,O78448,SP,Guillardia theta ,29,105,55.2,89.7,0.00014
A0T0B4,Q0P3J8,SP,Ostreococcus tauri ,31,105,51.9,92.6,0.00015
A0T0B4,Q9TLX5,SP,Cyanidium caldarium ,30,101,56.7,80.0,0.00039
A0T0B4,P48185,SP,Cyanophora paradoxa ,31,101,53.3,83.3,0.0004
A0T0B4,Q9MUS2,SP,Mesostigma viride ,30,100,56.7,83.3,0.00051
A0T0B4,P56314,SP,Chlorella vulgaris ,31,98,51.7,82.8,0.00086
A0T0B4,Q32RL2,SP,Zygnema circumcarinatum ,32,96,58.6,79.3,0.0015
A0T0B4,Q32RW8,SP,Staurastrum punctulatum ,32,94,55.2,79.3,0.0024
A0T0B4,Q8M9Z8,SP,Chaetosphaeridium globosum ,32,94,51.7,86.2,0.0024
A0T0B4,Q8YNB0,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,32,94,48.3,79.3,0.0024
A0T0B4,P0A404,SP,Synechococcus elongatus ,31,93,51.9,88.9,0.0031
A0T0B4,P0A403,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,31,93,51.9,88.9,0.0031
A0T0B4,Q5MZZ8,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,29,87,46.2,84.6,0.013
A0T0B7,A0T0B7,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,160,1097,100.0,100.0,2.9e-70
A0T0B7,P49489,SP,Trieres chinensis ,160,1023,89.4,97.5,4.7e-65
A0T0B7,A0T0T7,SP,Thalassiosira pseudonana ,160,999,86.3,96.9,2.3e-63
A0T0B7,Q4G3F7,SP,Emiliania huxleyi ,160,929,80.6,93.8,1.9e-58
A0T0B7,O78415,SP,Guillardia theta ,160,914,78.7,94.4,2.2e-57
A0T0B7,Q84TU6,SP,Euglena gracilis ,173,901,79.2,93.1,1.9e-56
A0T0B7,Q3ZJ11,SP,Tupiella akineta ,160,880,73.1,94.4,5.3e-55
A0T0B7,P48122,SP,Cyanophora paradoxa ,160,880,74.4,93.8,5.3e-55
A0T0B7,Q6B904,SP,Gracilaria tenuistipitata var. liui ,160,877,75.6,93.8,8.7e-55
A0T0B7,Q1XDE7,SP,Neopyropia yezoensis ,160,877,73.8,94.4,8.7e-55
A0T0B7,P51340,SP,Porphyra purpurea ,160,873,74.4,93.1,1.7e-54
A0T0B7,Q71KP3,SP,Spirogyra maxima ,160,863,73.1,93.1,8.4e-54
A0T0B7,Q32RU6,SP,Staurastrum punctulatum ,160,859,74.4,91.9,1.6e-53
A0T0B7,P83792,SP,Mastigocladus laminosus ,160,859,72.5,93.8,1.6e-53
A0T0B7,Q1ACH0,SP,Chara vulgaris ,160,859,71.9,93.8,1.6e-53
A0T0B7,Q3V503,SP,Acorus calamus ,160,858,72.5,93.8,1.9e-53
A0T0B7,Q9TL32,SP,Nephroselmis olivacea ,160,858,73.8,92.5,1.9e-53
A0T0B7,P06250,SP,Marchantia polymorpha ,160,858,72.5,93.1,1.9e-53
A0T0B7,Q85AY5,SP,Anthoceros angustus ,160,857,73.0,92.5,2.2e-53
A0T0B7,P56322,SP,Chlorella vulgaris ,160,855,71.3,92.5,3.1e-53
A0T0B8,A0T0B8,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,215,1437,100.0,100.0,3.3e-96
A0T0B8,P49488,SP,Trieres chinensis ,215,1400,94.9,99.1,1.5e-93
A0T0B8,O96801,SP,Skeletonema costatum ,215,1398,95.3,99.1,2.1e-93
A0T0B8,A0T0T6,SP,Thalassiosira pseudonana ,215,1398,95.3,99.1,2.1e-93
A0T0B8,O78416,SP,Guillardia theta ,215,1297,86.5,97.2,3.8e-86
A0T0B8,Q9TL31,SP,Nephroselmis olivacea ,215,1290,85.1,95.8,1.2e-85
A0T0B8,P00165,SP,Spinacia oleracea ,215,1281,84.2,95.8,5.4e-85
A0T0B8,Q6YXN2,SP,Physcomitrium patens ,215,1277,83.7,95.3,1e-84
A0T0B8,Q71KN3,SP,Klebsormidium bilatum ,215,1276,83.7,95.8,1.2e-84
A0T0B8,P0C8M7,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,215,1274,83.3,95.8,1.7e-84
A0T0B8,P0C8M6,SP,Synechococcus elongatus ,215,1274,83.3,95.8,1.7e-84
A0T0B8,P06248,SP,Marchantia polymorpha ,215,1273,83.3,95.3,2e-84
A0T0B8,P06247,SP,Nicotiana tabacum ,215,1272,83.7,95.8,2.4e-84
A0T0B8,Q49KW8,SP,Eucalyptus globulus subsp. globulus ,215,1272,83.3,95.8,2.4e-84
A0T0B8,Q9MTJ5,SP,Oenothera elata subsp. hookeri ,215,1271,83.3,95.8,2.8e-84
A0T0B8,Q09WY7,SP,Morus indica ,215,1271,82.8,95.8,2.8e-84
A0T0B8,P56773,SP,Arabidopsis thaliana ,215,1270,83.3,95.8,3.3e-84
A0T0B8,Q4G3F8,SP,Emiliania huxleyi ,215,1270,84.7,95.3,3.3e-84
A0T0B8,B2Y1Y9,SP,Welwitschia mirabilis ,215,1269,83.3,95.3,3.9e-84
A0T0B8,Q09ME7,SP,Citrus sinensis ,215,1269,83.3,95.3,3.9e-84
A0T0C0,A0T0C0,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,128,757,100.0,100.0,5.1e-44
A0T0C0,P49550,SP,Trieres chinensis ,127,662,88.2,97.6,1.2e-37
A0T0C0,A0T0Q7,SP,Thalassiosira pseudonana ,128,661,85.2,98.4,1.4e-37
A0T0C0,P23349,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,128,520,70.3,87.5,4e-28
A0T0C0,Q31QK6,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,128,519,68.5,90.6,4.7e-28
A0T0C0,Q5N3N6,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,128,519,68.5,90.6,4.7e-28
A0T0C0,B1XJG9,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,128,514,69.5,87.5,1e-27
A0T0C0,B8HVL2,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,131,509,67.4,84.8,2.3e-27
A0T0C0,B2JA77,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,130,508,66.2,86.9,2.6e-27
A0T0C0,B7JWT5,SP,Rippkaea orientalis (strain PCC 8801) ,132,505,64.9,87.0,4.2e-27
A0T0C0,Q8YLJ5,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,130,498,63.1,88.5,1.2e-26
A0T0C0,P51339,SP,Porphyra purpurea ,129,496,70.4,87.2,1.7e-26
A0T0C0,Q8DM25,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,132,489,64.9,84.7,5e-26
A0T0C0,Q3MA16,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,128,487,61.4,89.0,6.6e-26
A0T0C0,Q9TL30,SP,Nephroselmis olivacea ,128,486,59.1,88.2,7.7e-26
A0T0C0,B0CAD2,SP,Acaryochloris marina (strain MBIC 11017) ,129,483,67.5,88.9,1.2e-25
A0T0C0,B7KIR5,SP,Gloeothece citriformis (strain PCC 7424) ,131,483,63.4,84.7,1.3e-25
A0T0C0,B1X073,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,133,482,63.2,85.0,1.5e-25
A0T0C0,Q7NK76,SP,Gloeobacter violaceus (strain ATCC 29082 / PCC 7421) ,137,479,60.4,83.6,2.4e-25
A0T0C0,Q1XDE8,SP,Neopyropia yezoensis ,129,472,67.2,86.4,6.7e-25
A0T0C1,A0T0C1,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,230,1453,100.0,100.0,4.4e-93
A0T0C1,P49544,SP,Trieres chinensis ,230,1153,75.1,93.9,2.2e-72
A0T0C1,A0T0Q6,SP,Thalassiosira pseudonana ,230,1131,72.9,95.2,7.1e-71
A0T0C1,O78413,SP,Guillardia theta ,234,868,56.8,85.6,1e-52
A0T0C1,B7JWT7,SP,Rippkaea orientalis (strain PCC 8801) ,238,864,56.2,87.2,1.9e-52
A0T0C1,B0JNQ5,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,237,857,54.4,87.6,5.8e-52
A0T0C1,Q7V382,SP,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) ,235,854,54.9,86.3,9.3e-52
A0T0C1,A2BUI0,SP,Prochlorococcus marinus (strain MIT 9515) ,235,854,54.9,85.8,9.3e-52
A0T0C1,Q7VDY6,SP,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) ,234,853,54.9,87.2,1.1e-51
A0T0C1,Q8DM27,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,237,853,55.3,85.4,1.1e-51
A0T0C1,A8G2L0,SP,Prochlorococcus marinus (strain MIT 9215) ,235,852,54.4,85.8,1.3e-51
A0T0C1,A2CDE8,SP,Prochlorococcus marinus (strain MIT 9303) ,235,850,55.3,86.7,1.7e-51
A0T0C1,Q0I6K8,SP,Synechococcus sp. (strain CC9311) ,235,848,54.6,84.3,2.4e-51
A0T0C1,B7KIR7,SP,Gloeothece citriformis (strain PCC 7424) ,238,848,55.8,86.7,2.4e-51
A0T0C1,Q31CX8,SP,Prochlorococcus marinus (strain MIT 9312) ,235,847,54.0,85.0,2.8e-51
A0T0C1,A2BNZ8,SP,Prochlorococcus marinus (strain AS9601) ,235,846,53.5,85.8,3.3e-51
A0T0C1,B0CAD0,SP,Acaryochloris marina (strain MBIC 11017) ,236,845,55.6,86.7,3.9e-51
A0T0C1,Q7V478,SP,Prochlorococcus marinus (strain MIT 9313) ,235,844,54.4,86.7,4.5e-51
A0T0C1,Q2JTQ5,SP,Synechococcus sp. (strain JA-3-3Ab) ,236,844,56.0,83.6,4.6e-51
A0T0C1,P48125,SP,Cyanophora paradoxa ,237,843,54.1,84.7,5.4e-51
A0T0C2,A0T0C2,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,141,873,100.0,100.0,9.4e-58
A0T0C2,P49549,SP,Trieres chinensis ,141,821,92.2,99.3,6.7e-54
A0T0C2,A0T0Q5,SP,Thalassiosira pseudonana ,141,789,86.5,97.2,1.6e-51
A0T0C2,Q31QK3,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,141,709,75.2,94.3,1.3e-45
A0T0C2,Q5N3N9,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,141,705,74.5,94.3,2.7e-45
A0T0C2,O78412,SP,Guillardia theta ,141,693,73.8,92.9,2.1e-44
A0T0C2,B1X076,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,141,690,73.0,94.3,3.4e-44
A0T0C2,A5GWK2,SP,Synechococcus sp. (strain RCC307) ,141,686,73.0,91.5,6.8e-44
A0T0C2,Q7U3T6,SP,Parasynechococcus marenigrum (strain WH8102) ,141,684,73.8,91.5,9.6e-44
A0T0C2,A2BUI1,SP,Prochlorococcus marinus (strain MIT 9515) ,141,683,74.5,92.2,1.1e-43
A0T0C2,A5GPD5,SP,Synechococcus sp. (strain WH7803) ,141,682,73.8,90.8,1.3e-43
A0T0C2,Q3AGS9,SP,Synechococcus sp. (strain CC9605) ,141,681,73.8,90.8,1.6e-43
A0T0C2,Q1XDF0,SP,Neopyropia yezoensis ,141,681,74.5,91.5,1.6e-43
A0T0C2,A8G2L1,SP,Prochlorococcus marinus (strain MIT 9215) ,141,680,73.0,91.5,1.9e-43
A0T0C2,A3PAS2,SP,Prochlorococcus marinus (strain MIT 9301) ,141,680,73.0,91.5,1.9e-43
A0T0C2,A2BNZ9,SP,Prochlorococcus marinus (strain AS9601) ,141,680,73.0,91.5,1.9e-43
A0T0C2,B7JWT8,SP,Rippkaea orientalis (strain PCC 8801) ,141,679,71.9,92.8,2.2e-43
A0T0C2,P36237,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,141,679,73.4,92.8,2.2e-43
A0T0C2,Q7V381,SP,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) ,141,678,73.0,92.2,2.7e-43
A0T0C2,B2JA74,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,141,678,72.3,92.2,2.7e-43
A0T0C4,A0T0C4,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,38,230,100.0,100.0,5.3e-16
A0T0C4,O78455,SP,Guillardia theta ,39,137,61.5,84.6,9.5e-07
A0T0C4,A0T0N4,SP,Thalassiosira pseudonana ,38,133,60.5,84.2,2.3e-06
A0T0C4,P49509,SP,Trieres chinensis ,38,132,56.8,91.9,2.9e-06
A0T0C4,Q2JN82,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,38,126,51.4,78.4,1.1e-05
A0T0C4,P72575,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,39,120,56.4,79.5,4.7e-05
A0T0C4,Q2JRR9,SP,Synechococcus sp. (strain JA-3-3Ab) ,38,119,51.4,75.7,5.7e-05
A0T0C4,Q2JRN5,SP,Synechococcus sp. (strain JA-3-3Ab) ,38,117,51.4,73.0,9e-05
A0T0C4,P51197,SP,Porphyra purpurea ,39,115,53.8,82.1,0.00015
A0T0C4,Q1XDU0,SP,Neopyropia yezoensis ,39,115,53.8,82.1,0.00015
A0T0C4,A5GQT7,SP,Synechococcus sp. (strain RCC307) ,40,112,52.6,84.2,0.0003
A0T0C4,Q31LM3,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,39,111,46.2,84.6,0.00037
A0T0C4,Q5N0A1,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,39,111,46.2,84.6,0.00037
A0T0C4,A5GNP1,SP,Synechococcus sp. (strain WH7803) ,40,111,50.0,81.6,0.00038
